23, 192.168.1.5, 192.168.1.1,0,1555110297,164,61537,53,82,1
24, 192.168.1.5, 192.168.1.1,0,1555110297,169,37778,53,84.5,1
25, 192.168.1.5, 192.168.1.1,0,1555110297,150,8016,53,75,1
26, 192.168.1.5, 192.168.1.1,0,1555110299,176,45409,53,88,1
27, 192.168.1.5, 216.58.192.142,0,1555110299,6731,60843,443,747.8888889,1
28, 192.168.1.5, 192.168.1.1,0,1555110299,170,24913,53,85,1
29, 192.168.1.5, 172.217.5.14,0,1555110299,1800,56709,443,900,1
0, 192.168.1.5, 52.88.25.244,1,1555110421,92,56161,443,46,2
1, 172.217.212.188, 192.168.1.5,1,1555110421,52,5228,55239,52,2
2, 192.168.1.5, 192.168.1.2,1,1555110422,1128,55263,8009,125.3333333,2
3, 192.168.1.5, 216.58.192.174,0,1555110422,99,51631,443,49.5,2
4, 192.168.1.5, 224.0.0.251,0,1555110424,68,5353,5353,68,2
5, 192.168.1.5, 172.217.1.34,0,1555110424,99,64450,443,49.5,2
6, 192.168.1.5, 172.217.4.226,0,1555110424,99,62251,443,49.5,2
7, 192.168.1.2, 224.0.0.251,0,1555110426,1352,5353,5353,169,2
8, 192.168.1.5, 172.217.4.206,0,1555110427,864,64008,443,172.8,2
9, 192.168.1.5, 151.101.200.233,1,1555110429,92,56113,443,46,2
10, 192.168.1.5, 13.249.139.202,1,1555110429,92,56112,443,46,2
11, 192.168.1.5, 151.101.202.109,1,1555110429,92,56110,443,46,2
12, 192.168.1.5, 151.101.185.194,1,1555110430,92,56119,443,46,2
13, 192.168.1.5, 35.190.88.7,1,1555110430,92,56116,443,46,2
14, 192.168.1.5, 151.101.185.194,1,1555110430,92,56118,443,46,2
15, 192.168.1.5, 13.249.141.86,1,1555110430,92,56117,443,46,2
16, 192.168.1.5, 151.101.184.223,1,1555110432,92,56131,443,46,2
17, 192.168.1.5, 151.101.200.233,1,1555110432,92,56125,443,46,2
18, 192.168.1.5, 35.227.255.136,1,1555110432,92,56123,443,46,2
19, 192.168.1.5, 104.17.70.206,1,1555110432,80,56115,443,40,2
20, 192.168.1.5, 151.101.200.233,1,1555110432,92,56114,443,46,2
21, 192.168.1.5, 104.16.24.4,1,1555110432,80,56108,443,40,2
22, 192.168.1.5, 130.211.16.53,1,1555110432,92,56106,443,46,2
23, 192.168.1.5, 17.248.131.171,1,1555110432,239,56102,443,59.75,2
24, 192.168.1.5, 157.240.2.20,1,1555110434,92,56153,443,46,2
25, 192.168.1.5, 157.240.18.35,1,1555110434,40,56163,443,40,2
26, 192.168.1.5, 157.240.18.35,1,1555110434,40,56162,443,40,2
0, 192.168.1.5, 192.168.1.2,0,1555110530,100,16393,16393,100,3
1, 192.168.1.5, 166.176.249.229,0,1555110530,100,16393,15789,100,3
0, 192.168.1.5, 192.168.1.2,0,1555110552,100,16393,16393,100,3
1, 192.168.1.5, 166.176.249.229,0,1555110552,100,16393,15789,100,3
2, 52.96.38.82, 192.168.1.5,1,1555110552,1401,443,55249,233.5,3
3, 40.97.188.2, 192.168.1.5,1,1555110552,1401,443,55271,233.5,3
0, 192.168.1.5, 192.168.1.2,0,1555110558,200,16393,16393,100,3
1, 192.168.1.5, 166.176.249.229,0,1555110558,200,16393,15789,100,3
0, 192.168.1.5, 17.249.76.32,0,1555110567,448,16393,0,112,3
1, 192.168.1.5, 192.168.1.2,0,1555110567,200,16393,16393,100,3
2, 192.168.1.5, 166.176.249.229,0,1555110567,200,16393,15789,100,3
3, 192.168.1.5, 23.219.176.152,1,1555110568,156,56196,80,52,3
4, 192.168.1.5, 23.215.105.66,1,1555110568,156,56197,80,52,3
5, 192.168.1.5, 23.219.176.162,1,1555110568,156,56198,80,52,3
0, 192.168.1.5, 192.168.1.2,0,1555110576,200,16393,16393,100,3
1, 192.168.1.5, 166.176.249.229,0,1555110576,200,16393,15789,100,3
2, 192.168.1.5, 17.249.117.18,0,1555110577,448,16393,0,112,3
3, 100.24.225.140, 192.168.1.5,1,1555110577,808,443,56206,101,3
0, 192.168.1.5, 17.249.76.32,0,1555110607,448,16393,0,112,3
0, 17.249.140.92, 192.168.1.5,1,1555110624,426,5223,55226,106.5,3
1, 192.168.1.5, 224.0.0.251,0,1555110625,992,5353,5353,248,3
2, 192.168.1.5, 17.249.76.32,0,1555110627,448,16393,0,112,3
3, 17.249.117.18, 192.168.1.5,0,1555110627,224,0,16393,112,3
4, 192.168.1.2, 224.0.0.251,0,1555110630,1352,5353,5353,169,3
5, 17.248.131.206, 192.168.1.5,1,1555110636,500,443,56185,62.5,3
0, 100.24.225.140, 192.168.1.5,1,1555110657,633,443,56226,126.6,3
1, 192.168.1.5, 17.249.117.18,0,1555110667,448,16393,0,112,3
2, 192.168.1.5, 17.249.76.32,0,1555110667,448,16393,0,112,3
0, 172.217.0.4, 192.168.1.5,1,1555110975,415,443,56238,59.28571429,4
1, 172.217.0.3, 192.168.1.5,1,1555110976,208,443,56239,52,4
2, 172.217.4.78, 192.168.1.5,1,1555110976,104,443,56242,52,4
3, 192.168.1.5, 239.255.255.250,0,1555110976,406,54834,0,203,4
4, 192.168.49.1, 192.168.1.5,0,1555110977,346,60000,54834,346,4
5, 100.24.225.140, 192.168.1.5,1,1555110979,593,443,56307,148.25,4
0, 192.168.1.5, 17.132.19.53,1,1555110986,40,56342,443,40,4
1, 192.168.1.12, 224.0.0.251,0,1555110987,445,5353,5353,222.5,4
2, 192.168.1.5, 192.168.1.12,0,1555110987,387,5353,5353,387,4
3, 35.227.255.136, 192.168.1.5,1,1555110988,52,443,56273,52,4
4, 130.211.26.229, 192.168.1.5,1,1555110988,52,443,56251,52,4
5, 192.168.1.2, 192.168.1.5,1,1555110989,214,8009,56252,107,4
6, 192.168.1.5, 40.126.0.74,1,1555110989,92,56314,443,46,4
7, 23.45.133.21, 192.168.1.5,1,1555110990,52,443,56299,52,4
0, 192.168.1.5, 17.248.131.196,1,1555110997,92,56346,443,46,4
1, 192.168.1.5, 192.168.1.2,1,1555110999,376,56252,8009,125.3333333,4
0, 192.168.1.5, 17.132.19.51,1,1555111006,231,56349,443,46.2,4
1, 192.168.1.17, 224.0.0.251,0,1555111006,358,5353,5353,179,4
2, 192.168.1.12, 224.0.0.251,0,1555111006,94,5353,5353,94,4
3, 192.168.1.5, 64.4.54.254,1,1555111007,92,56304,443,46,4
4, 192.168.1.5, 64.4.54.254,1,1555111008,40,56298,443,40,4
0, 34.195.53.124, 192.168.1.5,1,1555111021,267,443,56340,53.4,4
1, 17.188.199.68, 192.168.1.5,1,1555111021,957,443,56360,106.3333333,4
2, 17.248.185.8, 192.168.1.5,1,1555111021,156,443,56357,52,4
3, 192.168.1.5, 17.248.185.132,1,1555111021,2803,55889,443,560.6,4
4, 192.28.144.75, 192.168.1.5,1,1555111023,52,443,56337,52,4
5, 157.240.18.19, 192.168.1.5,1,1555111025,52,443,56332,52,4
6, 147.75.78.123, 192.168.1.5,1,1555111025,104,443,56335,52,4
7, 192.168.1.5, 192.168.1.2,1,1555111025,538,56252,8009,134.5,4
8, 52.211.120.46, 192.168.1.5,1,1555111028,319,443,56338,53.16666667,4
9, 192.168.1.5, 104.16.93.80,1,1555111030,80,56334,443,40,4
0, 192.168.1.5, 17.248.131.237,1,1555111040,127,56364,443,63.5,4
1, 192.168.1.5, 64.4.16.212,1,1555111040,40,56310,443,40,4
2, 192.168.1.2, 192.168.1.5,1,1555111041,428,8009,56252,107,4
3, 192.168.1.5, 130.211.16.53,1,1555111043,92,56244,443,46,4
4, 52.96.38.82, 192.168.1.5,1,1555111047,235,443,55249,47,4
